"group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_left_image","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt"
"control","start_with_short_delay"," test",3,1,16,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,8,29,1,6,0.5,1,"M7YCHjaQ",1.86548659999971
"control","start_with_short_delay"," test",3,1,17,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,8,29,1,6,0.5,1,"M7YCHjaQ",1.74317589999555
"control","start_with_short_delay"," test",3,1,18,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,8,29,1,6,0.5,1,"M7YCHjaQ",0.682688400003826
"control","start_with_short_delay"," test",3,1,19,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,9,30,1,6,0.5,1,"M7YCHjaQ",1.23999579999509
"control","start_with_short_delay"," test",3,1,20,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,10,31,1,6,0.5,1,"M7YCHjaQ",0.881801099996665
"control","start_with_short_delay"," test",3,1,21,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,10,31,1,6,0.5,1,"M7YCHjaQ",0.583260400002473
"control","start_with_short_delay"," test",3,1,22,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,11,32,1,6,0.5,1,"M7YCHjaQ",1.19260469999426
"control","start_with_short_delay"," test",3,1,23,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,12,33,1,6,0.5,1,"M7YCHjaQ",0.725746800002526
"control","start_with_short_delay"," test",3,1,24,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,13,34,1,6,0.5,1,"M7YCHjaQ",1.00986349999584
"control","start_with_short_delay"," test",3,1,25,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,14,35,1,6,0.5,1,"M7YCHjaQ",0.722404600004666
"control","start_with_short_delay"," test",4,7,1,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,1,36,1,6,0.5,1,"M7YCHjaQ",0.707829899998615
"control","start_with_short_delay"," test",4,7,2,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,1,36,1,6,0.5,1,"M7YCHjaQ",0.680404099999578
"control","start_with_short_delay"," test",4,7,3,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,1,36,1,6,0.5,1,"M7YCHjaQ",1.19777369999792
"control","start_with_short_delay"," test",4,7,4,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,1,36,1,6,0.5,1,"M7YCHjaQ",1.16247529999964
"control","start_with_short_delay"," test",4,7,5,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,2,37,1,6,0.5,1,"M7YCHjaQ",1.52503780000552
"control","start_with_short_delay"," test",4,7,6,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,2,37,1,6,0.5,1,"M7YCHjaQ",0.844974899999215
"control","start_with_short_delay"," test",4,7,7,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,2,37,1,6,0.5,1,"M7YCHjaQ",1.68031920000067
"control","start_with_short_delay"," test",4,7,8,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,2,37,1,6,0.5,1,"M7YCHjaQ",1.13361689999874
"control","start_with_short_delay"," test",4,7,9,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,1,3,38,1,6,0.5,1,"M7YCHjaQ",1.13692269999592
"control","start_with_short_delay"," test",4,7,10,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,3,38,1,6,0.5,1,"M7YCHjaQ",2.38010450000002
"control","start_with_short_delay"," test",4,7,11,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,4,39,1,6,0.5,1,"M7YCHjaQ",2.03754900000058
"control","start_with_short_delay"," test",4,7,12,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,4,39,1,6,0.5,1,"M7YCHjaQ",2.30503309999767
"control","start_with_short_delay"," test",4,7,13,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,5,40,1,6,0.5,1,"M7YCHjaQ",1.10545339999953
"control","start_with_short_delay"," test",4,7,14,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,5,40,1,6,0.5,1,"M7YCHjaQ",1.06618709999748
"control","start_with_short_delay"," test",4,7,15,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,5,40,1,6,0.5,1,"M7YCHjaQ",1.43231879999803
"control","start_with_short_delay"," test",4,7,16,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,5,40,1,6,0.5,1,"M7YCHjaQ",0.668227599999227
"control","start_with_short_delay"," test",4,7,17,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,6,41,1,6,0.5,1,"M7YCHjaQ",0.556541499994637
"control","start_with_short_delay"," test",4,7,18,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,7,42,1,6,0.5,1,"M7YCHjaQ",1.13138579999941
"control","start_with_short_delay"," test",4,7,19,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,8,43,1,6,0.5,1,"M7YCHjaQ",0.70646719999786
"control","start_with_short_delay"," test",4,7,20,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,8,43,1,6,0.5,1,"M7YCHjaQ",0.587205700001505
"control","start_with_short_delay"," test",4,7,21,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,8,43,1,6,0.5,1,"M7YCHjaQ",1.34447450000152
"control","start_with_short_delay"," test",4,7,22,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,8,43,1,6,0.5,1,"M7YCHjaQ",0.735839100001613
"control","start_with_short_delay"," test",4,7,23,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,8,43,1,6,0.5,1,"M7YCHjaQ",0.507016600000497
"control","start_with_short_delay"," test",4,7,24,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,8,43,1,6,0.5,1,"M7YCHjaQ",0.787622100004228
"control","start_with_short_delay"," test",4,7,25,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,9,44,1,6,0.5,1,"M7YCHjaQ",0.664951099999598
"control","start_with_short_delay"," test",5,1,1,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,0,44,1,6,0.5,1,"M7YCHjaQ",0.524823200001265
"control","start_with_short_delay"," test",5,1,2,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,0,44,1,6,0.5,1,"M7YCHjaQ",1.56910800000333
"control","start_with_short_delay"," test",5,1,3,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,0,44,1,6,0.5,1,"M7YCHjaQ",1.77498219999688
"control","start_with_short_delay"," test",5,1,4,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,0,44,1,6,0.5,1,"M7YCHjaQ",1.02891229999659
"control","start_with_short_delay"," test",5,1,5,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,1,45,1,6,0.5,1,"M7YCHjaQ",0.620856199995615
"control","start_with_short_delay"," test",5,1,6,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",0.936700699996436
"control","start_with_short_delay"," test",5,1,7,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",1.18413019999571
"control","start_with_short_delay"," test",5,1,8,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",0.673447499997565
"control","start_with_short_delay"," test",5,1,9,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",0.747468299996399
"control","start_with_short_delay"," test",5,1,10,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",1.58211329999904
"control","start_with_short_delay"," test",5,1,11,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",1.47154030000092
"control","start_with_short_delay"," test",5,1,12,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,1,45,1,6,0.5,1,"M7YCHjaQ",1.10945070000162
"control","start_with_short_delay"," test",5,1,13,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,2,46,1,6,0.5,1,"M7YCHjaQ",1.08195510000223
"control","start_with_short_delay"," test",5,1,14,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,2,46,1,6,0.5,1,"M7YCHjaQ",0.527347800001735
"control","start_with_short_delay"," test",5,1,15,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,2,46,1,6,0.5,1,"M7YCHjaQ",0.730663499998627
"control","start_with_short_delay"," test",5,1,16,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,2,46,1,6,0.5,1,"M7YCHjaQ",0.658068500000809
"control","start_with_short_delay"," test",5,1,17,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,47,1,6,0.5,1,"M7YCHjaQ",0.924602899998717
"control","start_with_short_delay"," test",5,1,18,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,3,47,1,6,0.5,1,"M7YCHjaQ",0.748841200002062
"control","start_with_short_delay"," test",5,1,19,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,3,47,1,6,0.5,1,"M7YCHjaQ",0.763272600001073
"control","start_with_short_delay"," test",5,1,20,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,4,48,1,6,0.5,1,"M7YCHjaQ",0.969437799998559
"control","start_with_short_delay"," test",5,1,21,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,5,49,1,6,0.5,1,"M7YCHjaQ",0.643292200002179
"control","start_with_short_delay"," test",5,1,22,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,6,50,1,6,0.5,1,"M7YCHjaQ",0.56255630000669
"control","start_with_short_delay"," test",5,1,23,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,6,50,1,6,0.5,1,"M7YCHjaQ",1.28133520000119
"control","start_with_short_delay"," test",5,1,24,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,7,51,1,6,0.5,1,"M7YCHjaQ",0.570475799999258
"control","start_with_short_delay"," test",5,1,25,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,8,52,1,6,0.5,1,"M7YCHjaQ",0.636763000002247
"control","start_with_short_delay"," test",6,7,1,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,1,53,1,6,0.5,1,"M7YCHjaQ",0.559338999999454
"control","start_with_short_delay"," test",6,7,2,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,1,53,1,6,0.5,1,"M7YCHjaQ",0.666791600000579
"control","start_with_short_delay"," test",6,7,3,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,1,53,1,6,0.5,1,"M7YCHjaQ",1.18114870000136
"control","start_with_short_delay"," test",6,7,4,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,2,54,1,6,0.5,1,"M7YCHjaQ",0.624515099996643
"control","start_with_short_delay"," test",6,7,5,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,3,55,1,6,0.5,1,"M7YCHjaQ",2.13993340000161
"control","start_with_short_delay"," test",6,7,6,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,3,55,1,6,0.5,1,"M7YCHjaQ",0.750498000001244
"control","start_with_short_delay"," test",6,7,7,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,3,55,1,6,0.5,1,"M7YCHjaQ",0.868974199998775
"control","start_with_short_delay"," test",6,7,8,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,4,56,1,6,0.5,1,"M7YCHjaQ",0.77909340000042
"control","start_with_short_delay"," test",6,7,9,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,4,56,1,6,0.5,1,"M7YCHjaQ",0.872852199994668
"control","start_with_short_delay"," test",6,7,10,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,4,56,1,6,0.5,1,"M7YCHjaQ",0.710378099996888
"control","start_with_short_delay"," test",6,7,11,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,5,57,1,6,0.5,1,"M7YCHjaQ",0.554262700003164
"control","start_with_short_delay"," test",6,7,12,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,5,57,1,6,0.5,1,"M7YCHjaQ",2.23234059999959
"control","start_with_short_delay"," test",6,7,13,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,5,57,1,6,0.5,1,"M7YCHjaQ",1.38364880000154
"control","start_with_short_delay"," test",6,7,14,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,6,58,1,6,0.5,1,"M7YCHjaQ",0.708748800003377
"control","start_with_short_delay"," test",6,7,15,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,6,58,1,6,0.5,1,"M7YCHjaQ",0.000110099994344637
"control","start_with_short_delay"," test",6,7,16,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,6,58,1,6,0.5,1,"M7YCHjaQ",0.962169800004631
"control","start_with_short_delay"," test",6,7,17,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,7,59,1,6,0.5,1,"M7YCHjaQ",1.13269389999914
"control","start_with_short_delay"," test",6,7,18,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,8,60,1,6,0.5,1,"M7YCHjaQ",0.000127100000099745
"control","start_with_short_delay"," test",6,7,19,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,8,60,1,6,0.5,1,"M7YCHjaQ",1.08014890000049
"control","start_with_short_delay"," test",6,7,20,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,8,60,1,6,0.5,1,"M7YCHjaQ",1.44074070000352
"control","start_with_short_delay"," test",6,7,21,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,8,60,1,6,0.5,1,"M7YCHjaQ",1.02407320000202
"control","start_with_short_delay"," test",6,7,22,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,9,61,1,6,0.5,1,"M7YCHjaQ",0.743850999999268
"control","start_with_short_delay"," test",6,7,23,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,9,61,1,6,0.5,1,"M7YCHjaQ",0.803300700004911
"control","start_with_short_delay"," test",6,7,24,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,10,62,1,6,0.5,1,"M7YCHjaQ",1.14673510000284
"control","start_with_short_delay"," test",6,7,25,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,10,62,1,6,0.5,1,"M7YCHjaQ",0.637805000005756
"control","start_with_short_delay"," test",7,1,1,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,1,63,1,6,0.5,1,"M7YCHjaQ",1.01039290000335
"control","start_with_short_delay"," test",7,1,2,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,2,64,1,6,0.5,1,"M7YCHjaQ",0.48643119999906
"control","start_with_short_delay"," test",7,1,3,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,3,65,1,6,0.5,1,"M7YCHjaQ",0.775682400002552
"control","start_with_short_delay"," test",7,1,4,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,3,65,1,6,0.5,1,"M7YCHjaQ",0.672932699999365
"control","start_with_short_delay"," test",7,1,5,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,3,65,1,6,0.5,1,"M7YCHjaQ",0.944940599998517
"control","start_with_short_delay"," test",7,1,6,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,4,66,1,6,0.5,1,"M7YCHjaQ",0.847003399998357
"control","start_with_short_delay"," test",7,1,7,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,4,66,1,6,0.5,1,"M7YCHjaQ",0.864997799995763
"control","start_with_short_delay"," test",7,1,8,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,4,66,1,6,0.5,1,"M7YCHjaQ",0.768386499999906
"control","start_with_short_delay"," test",7,1,9,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,5,67,1,6,0.5,1,"M7YCHjaQ",0.765733200001705
"control","start_with_short_delay"," test",7,1,10,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,5,67,1,6,0.5,1,"M7YCHjaQ",1.07923239999946
"control","start_with_short_delay"," test",7,1,11,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,6,68,1,6,0.5,1,"M7YCHjaQ",1.07627039999352
"control","start_with_short_delay"," test",7,1,12,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,7,69,1,6,0.5,1,"M7YCHjaQ",0.841622200001439
"control","start_with_short_delay"," test",7,1,13,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,8,70,1,6,0.5,1,"M7YCHjaQ",1.24999929999467
"control","start_with_short_delay"," test",7,1,14,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,8,70,1,6,0.5,1,"M7YCHjaQ",1.05912010000611
"control","start_with_short_delay"," test",7,1,15,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,8,70,1,6,0.5,1,"M7YCHjaQ",1.04091090000293
"control","start_with_short_delay"," test",7,1,16,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,9,71,1,6,0.5,1,"M7YCHjaQ",0.939695699998992
"control","start_with_short_delay"," test",7,1,17,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,9,71,1,6,0.5,1,"M7YCHjaQ",1.06280739999784
"control","start_with_short_delay"," test",7,1,18,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,10,72,1,6,0.5,1,"M7YCHjaQ",0.996866900000896
"control","start_with_short_delay"," test",7,1,19,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,10,72,1,6,0.5,1,"M7YCHjaQ",1.77293030000146
"control","start_with_short_delay"," test",7,1,20,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,11,73,1,6,0.5,1,"M7YCHjaQ",0.930296700003964
"control","start_with_short_delay"," test",7,1,21,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,11,73,1,6,0.5,1,"M7YCHjaQ",1.08491340000182
"control","start_with_short_delay"," test",7,1,22,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,11,73,1,6,0.5,1,"M7YCHjaQ",1.05025559999922
"control","start_with_short_delay"," test",7,1,23,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,11,73,1,6,0.5,1,"M7YCHjaQ",0.496753100000205
"control","start_with_short_delay"," test",7,1,24,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,11,73,1,6,0.5,1,"M7YCHjaQ",0.576728599997296
"control","start_with_short_delay"," test",7,1,25,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,12,74,1,6,0.5,1,"M7YCHjaQ",1.19021140000405
"control","start_with_short_delay"," test",8,7,1,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,1,75,1,6,0.5,1,"M7YCHjaQ",1.02468509999744
"control","start_with_short_delay"," test",8,7,2,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,2,76,1,6,0.5,1,"M7YCHjaQ",0.976810500003921
"control","start_with_short_delay"," test",8,7,3,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,2,76,1,6,0.5,1,"M7YCHjaQ",1.2346103000018
"control","start_with_short_delay"," test",8,7,4,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,2,76,1,6,0.5,1,"M7YCHjaQ",0.858899300001212
"control","start_with_short_delay"," test",8,7,5,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,2,76,1,6,0.5,1,"M7YCHjaQ",1.03657519999979
"control","start_with_short_delay"," test",8,7,6,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,3,77,1,6,0.5,1,"M7YCHjaQ",2.50653690000036
"control","start_with_short_delay"," test",8,7,7,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,4,78,1,6,0.5,1,"M7YCHjaQ",0.944633899998735
"control","start_with_short_delay"," test",8,7,8,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,5,79,1,6,0.5,1,"M7YCHjaQ",0.963931399994181
"control","start_with_short_delay"," test",8,7,9,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,5,79,1,6,0.5,1,"M7YCHjaQ",1.48189259999344
"control","start_with_short_delay"," test",8,7,10,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,6,80,1,6,0.5,1,"M7YCHjaQ",1.52727830000367
"control","start_with_short_delay"," test",8,7,11,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,6,80,1,6,0.5,1,"M7YCHjaQ",1.82319200000347
"control","start_with_short_delay"," test",8,7,12,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,6,80,1,6,0.5,1,"M7YCHjaQ",0.883274799998617
"control","start_with_short_delay"," test",8,7,13,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,7,81,1,6,0.5,1,"M7YCHjaQ",1.68846109999868
"control","start_with_short_delay"," test",8,7,14,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,8,82,1,6,0.5,1,"M7YCHjaQ",1.63760889999685
"control","start_with_short_delay"," test",8,7,15,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,8,82,1,6,0.5,1,"M7YCHjaQ",0.877000899999985
"control","start_with_short_delay"," test",8,7,16,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,9,83,1,6,0.5,1,"M7YCHjaQ",0.778989599995839
"control","start_with_short_delay"," test",8,7,17,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",2.55019170000014
"control","start_with_short_delay"," test",8,7,18,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",0.714928100001998
"control","start_with_short_delay"," test",8,7,19,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",1.01874130000215
"control","start_with_short_delay"," test",8,7,20,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",1.16284059999452
"control","start_with_short_delay"," test",8,7,21,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",0.776835800003028
"control","start_with_short_delay"," test",8,7,22,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,9,83,1,6,0.5,1,"M7YCHjaQ",1.25492079999822
"control","start_with_short_delay"," test",8,7,23,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,10,84,1,6,0.5,1,"M7YCHjaQ",1.00516489999427
"control","start_with_short_delay"," test",8,7,24,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,10,84,1,6,0.5,1,"M7YCHjaQ",1.35801720000018
"control","start_with_short_delay"," test",8,7,25,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,10,84,1,6,0.5,1,"M7YCHjaQ",0.728676899998391
"ADHD","start_with_long_delay"," practice",1,1,1,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,0,0,1,6,0.5,1,"NOQohWXQ",1.26353900006507
"ADHD","start_with_long_delay"," practice",1,1,2,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,1,1,1,6,0.5,1,"NOQohWXQ",1.14618949999567
"ADHD","start_with_long_delay"," practice",1,1,3,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,2,2,1,6,0.5,1,"NOQohWXQ",1.25837230007164
"ADHD","start_with_long_delay"," practice",1,1,4,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,3,3,1,6,0.5,1,"NOQohWXQ",1.15675989992451
"ADHD","start_with_long_delay"," practice",1,1,5,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,4,4,1,6,0.5,1,"NOQohWXQ",1.35871309996583
"ADHD","start_with_long_delay"," test",1,7,1,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,0,4,1,6,0.5,1,"NOQohWXQ",0.95137889997568
"ADHD","start_with_long_delay"," test",1,7,2,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,1,5,1,6,0.5,1,"NOQohWXQ",0.956157200038433
"ADHD","start_with_long_delay"," test",1,7,3,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,1,5,1,6,0.5,1,"NOQohWXQ",0.936154099996202
"ADHD","start_with_long_delay"," test",1,7,4,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,2,6,1,6,0.5,1,"NOQohWXQ",1.02336190000642
"ADHD","start_with_long_delay"," test",1,7,5,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,2,6,1,6,0.5,1,"NOQohWXQ",1.80362250003964
"ADHD","start_with_long_delay"," test",1,7,6,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,7,1,6,0.5,1,"NOQohWXQ",2.20157219993416
"ADHD","start_with_long_delay"," test",1,7,7,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,3,7,1,6,0.5,1,"NOQohWXQ",1.34541870001704
"ADHD","start_with_long_delay"," test",1,7,8,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,3,7,1,6,0.5,1,"NOQohWXQ",1.088066300028
"ADHD","start_with_long_delay"," test",1,7,9,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,3,7,1,6,0.5,1,"NOQohWXQ",1.04934330005199
"ADHD","start_with_long_delay"," test",1,7,10,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,4,8,1,6,0.5,1,"NOQohWXQ",0.726531699998304
